,,,,Independent Variable Independent Variable camera,Independent Variable Independent Variable comments_video,Independent Variable Independent Variable family,Independent Variable Independent Variable id,Independent Variable Independent Variable Missed samples %,Independent Variable Independent Variable Recording after,Independent Variable Independent Variable start (s),Independent Variable Independent Variable Subject not found %,Independent Variable Independent Variable Video file,Independent Variable Independent Variable week,Distance moved center-point Total cm,Velocity center-point Mean cm/s,Movement Moving / center-point Cumulative Duration s,Movement Not Moving / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration %,In zone blank / center-point Cumulative Duration s,In zone blank / center-point Cumulative Duration %,Mobility Body fill Mean %,Mobility state Highly mobile Cumulative Duration s,Mobility state Mobile Cumulative Duration s,Mobility state Immobile Cumulative Duration s
10 minutes,Trial    11,Arena 4,In cue,A,from minute 11 letters/lines detected,BQ1,Q1_09,0.0 %,+ 00:03:55.034,235,50.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"43,3701","0,468573","60,9585","35,6791","100,317","16,7155",0,0,"27,5158","6,63983","86,5578","3,9199"
10 minutes,Trial    11,Arena 4,In blank,A,from minute 11 letters/lines detected,BQ1,Q1_09,0.0 %,+ 00:03:55.034,235,50.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"35,6208","0,17904","51,2787","150,396",0,0,"204,635","34,0976","14,4292","2,63993","179,995","19,3595"
10 minutes,Trial    11,Arena 5,In cue,A,from minute 11 letters/lines detected,BS8,S8_06,0.0 %,+ 00:03:55.034,235,66.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"93,9065","10,2075","9,59976",0,"11,2797","1,8795",0,0,"71,6206","6,23984","2,71993","0,639984"
10 minutes,Trial    11,Arena 5,In blank,A,from minute 11 letters/lines detected,BS8,S8_06,0.0 %,+ 00:03:55.034,235,66.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"114,279","0,602498","55,2786","137,997",0,0,"195,515","32,578","17,4548","10,0797","152,316","30,8792"
10 minutes,Trial    11,Arena 6,In cue,A,from minute 11 letters/lines detected,BS6,S6_15,0.0 %,+ 00:03:55.034,235,8.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"16,4989","0,834985","8,1598","11,5997","19,9195","3,31911",0,0,"12,6089","1,03997","11,0397","7,67981"
10 minutes,Trial    11,Arena 6,In blank,A,from minute 11 letters/lines detected,BS6,S6_15,0.0 %,+ 00:03:55.034,235,8.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\4-6;169RDPHH\S1690003.MP4,1,"96,6776","0,184026","29,8393","498,228",0,0,"529,907","88,2965","9,32945","6,31984","394,95","126,797"
10 minutes,Trial    12,Arena 1,In cue,B,spider on the walls not seen sometimes,BS3,S3_06,0.0 %,+ 00:01:40.077,100,53.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"11,7576","0,232553","14,3196","39,439","57,5986","9,59744",0,0,"16,3483","2,87993","35,1191","15,7596"
10 minutes,Trial    12,Arena 1,In blank,B,spider on the walls not seen sometimes,BS3,S3_06,0.0 %,+ 00:01:40.077,100,53.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"12,1302","0,0529437","15,7596","213,355",0,0,"229,194","38,1898","7,92071","0,879978","141,756","86,4778"
10 minutes,Trial    12,Arena 2,In cue,B,spider on the walls not seen sometimes,BQ3,BQ3_09,0.0 %,+ 00:01:40.077,100,88.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"11,2014","1,91809","7,51981",0,"8,63978","1,43962",0,0,"80,0188","3,75991","3,75991",0
10 minutes,Trial    12,Arena 2,In blank,B,spider on the walls not seen sometimes,BQ3,BQ3_09,0.0 %,+ 00:01:40.077,100,88.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"18,0573","0,319268","35,5191","28,1593",0,0,"73,1182","12,1834","24,2643","1,43996","52,3187","9,99975"
10 minutes,Trial    12,Arena 3,In cue,B,spider on the walls not seen sometimes,BS4,S4_07,0.0 %,+ 00:01:40.077,100,26.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"24,83","0,143762","38,719","138,957","181,755","30,2853",0,0,"14,6588","2,55994","155,196","19,9195"
10 minutes,Trial    12,Arena 3,In blank,B,spider on the walls not seen sometimes,BS4,S4_07,0.0 %,+ 00:01:40.077,100,26.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"17,3798","0,0647162","29,1993","239,914",0,0,"269,193","44,8547","8,51114","0,639984","164,236","104,237"
10 minutes,Trial    12,Arena 4,In cue,B,nc,BM1,M1_06,0.0 %,+ 00:01:40.077,100,32.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"21,6228","0,422991","33,4392","27,2793","66,7983","11,1304",0,0,"25,8078","4,79988","45,8389","10,1597"
10 minutes,Trial    12,Arena 4,In blank,B,nc,BM1,M1_06,0.0 %,+ 00:01:40.077,100,32.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"60,7963","0,17823","120,957","230,234",0,0,"358,151","59,6774","15,282","5,27987","282,793","64,0784"
10 minutes,Trial    12,Arena 5,In cue,B,nc,BL2,BL2_10,0.0 %,+ 00:01:40.077,100,2.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"49,3875","0,163366","48,6388","254,874","304,312","50,7065",0,0,"12,7716","8,1598","222,074","73,5982"
10 minutes,Trial    12,Arena 5,In blank,B,nc,BL2,BL2_10,0.0 %,+ 00:01:40.077,100,2.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"57,6543","0,203817","53,4387","231,914",0,0,"285,993","47,654","14,4608","12,8797","199,755","72,7182"
10 minutes,Trial    12,Arena 6,In cue,B,spider on the walls not seen sometimes,BM2,BM2_06,0.0 %,+ 00:01:40.077,100,79.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"15,5908","0,319493","21,1195","29,9993","53,6787","8,94428",0,0,"23,6286","4,47989","43,6789","3,03992"
10 minutes,Trial    12,Arena 6,In blank,B,spider on the walls not seen sometimes,BM2,BM2_06,0.0 %,+ 00:01:40.077,100,79.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\4-6;167RDPHH\S1670004.MP4,1,"33,2456","0,463818","26,4793","49,2788",0,0,"77,4381","12,9032","25,8333","11,6797","54,7986","9,27977"
,,,,Independent Variable Independent Variable camera,Independent Variable Independent Variable comments_video,Independent Variable Independent Variable family,Independent Variable Independent Variable id,Independent Variable Independent Variable Missed samples %,Independent Variable Independent Variable Recording after,Independent Variable Independent Variable start (s),Independent Variable Independent Variable Subject not found %,Independent Variable Independent Variable Video file,Independent Variable Independent Variable week,Distance moved center-point Total cm,Velocity center-point Mean cm/s,Movement Moving / center-point Cumulative Duration s,Movement Not Moving / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration %,In zone blank / center-point Cumulative Duration s,In zone blank / center-point Cumulative Duration %,Mobility Body fill Mean %,Mobility state Highly mobile Cumulative Duration s,Mobility state Mobile Cumulative Duration s,Mobility state Immobile Cumulative Duration s
5 minutes,Trial    13,Arena 1,In cue,A,nc,BS3,S3_01,0.0 %,+ 00:02:37.036,157,79.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"31,797","16,5614","2,07995","0,239994","2,39994","0,399893",0,0,"52,1062","0,79998","1,03997","0,479988"
5 minutes,Trial    13,Arena 1,In blank,A,nc,BS3,S3_01,0.0 %,+ 00:02:37.036,157,79.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"11,0542","17,2726","0,639984",0,0,0,"0,639984","0,106638","47,6552","0,239994","0,319992","0,079998"
5 minutes,Trial    13,Arena 2,In cue,A,nc,BS4,S4_01,0.0 %,+ 00:02:37.036,157,1.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"15,9944","0,189332","12,2397","72,4782","84,7979","14,1296",0,0,"8,93327","0,39999","63,2784","21,0395"
5 minutes,Trial    13,Arena 2,In blank,A,nc,BS4,S4_01,0.0 %,+ 00:02:37.036,157,1.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"25,3353","0,117995","50,7187","164,316",0,0,"215,115","35,8438","10,1027","0,39999","116,557","98,0775"
5 minutes,Trial    13,Arena 3,In cue,A,spider dead,BQ1,Q1_01,0.0 %,+ 00:02:37.036,157,99.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"1,25848","2,24733","0,559986","0,079998","0,719982","0,119968",0,0,"26,7514","0,079998","0,39999","0,159996"
5 minutes,Trial    13,Arena 3,In blank,A,spider dead,BQ1,Q1_01,0.0 %,+ 00:02:37.036,157,99.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"25,4104","11,7644","2,39994","0,079998",0,0,"2,47994","0,413223","57,0477","1,35997","0,719982","0,39999"
5 minutes,Trial    13,Arena 4,In cue,A,nc,BM1,M1_01,0.0 %,+ 00:02:37.036,157,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"32,7676","0,109257","3,67991","296,233","299,993","49,9867",0,0,"5,6516","0,79998","163,916","135,197"
5 minutes,Trial    13,Arena 4,In blank,A,nc,BM1,M1_01,0.0 %,+ 00:02:37.036,157,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"0,926976","11,5875","0,079998",0,0,0,"0,079998","0,0133298",100,"0,079998",0,0
5 minutes,Trial    13,Arena 5,In cue,A,nc,BQ3,BQ3_07,0.0 %,+ 00:02:37.036,157,0.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"41,5813","0,421215","11,1197","88,3978","99,7575","16,6222",0,0,"11,9701","1,99995","85,2779","12,2397"
5 minutes,Trial    13,Arena 5,In blank,A,nc,BQ3,BQ3_07,0.0 %,+ 00:02:37.036,157,0.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"41,1183","0,205844","20,3195","179,436",0,0,"199,835","33,2978","9,80268","2,15995","155,276","42,3189"
5 minutes,Trial    13,Arena 6,In cue,A,spider dead,BM2,BM2_01,0.0 %,+ 00:02:37.036,157,99.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"30,6121","12,7554","2,63993","0,239994","3,43991","0,57318",0,0,"38,8449","0,959976","1,35997","0,559986"
5 minutes,Trial    13,Arena 6,In blank,A,spider dead,BM2,BM2_01,0.0 %,+ 00:02:37.036,157,99.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700001.MP4,2,"2,69604","16,8507","0,159996",0,0,0,"0,159996","0,0266596","57,1429","0,079998","0,079998",0
5 minutes,Trial    14,Arena 1,In cue,B,nc,BS8,S8_01,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    14,Arena 1,In blank,B,nc,BS8,S8_01,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,"6,51877","0,0217298","0,319992","299,673",0,0,"300,072",50,"4,78677",0,"127,677","172,316"
5 minutes,Trial    14,Arena 2,In cue,B,spider dead,BS6,S6_01,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    14,Arena 2,In blank,B,spider dead,BS6,S6_01,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,"15,472","0,0515746","3,67991","296,313",0,0,"300,072",50,"5,10113","0,39999","138,557","161,036"
5 minutes,Trial    14,Arena 3,In cue,B,spider on the walls sometimes,BL2,BL2_01,0.0 %,+ 00:03:30.075,210,67.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,"19,0001","0,343715","11,0397","46,9588","59,4385","9,90403",0,0,"15,4111","6,31984","12,7197","39,119"
5 minutes,Trial    14,Arena 3,In blank,B,spider on the walls sometimes,BL2,BL2_01,0.0 %,+ 00:03:30.075,210,67.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,"24,0728","0,248692","25,7594","73,2782",0,0,"101,197","16,8622","15,3502","6,07985","49,2788","43,9989"
5 minutes,Trial    14,Arena 4,In cue,B,spider dead,BS11,BS11_01,0.0 %,+ 00:03:30.075,210,99.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    14,Arena 4,In blank,B,spider dead,BS11,BS11_01,0.0 %,+ 00:03:30.075,210,99.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,"14,6853","18,357","1,11997","0,079998",0,0,"1,27997","0,213276","49,9438","0,479988","0,39999","0,319992"
5 minutes,Trial    14,Arena 5,In cue,B,spider on the walls sometimes,BS7,S7_01,0.0 %,+ 00:03:30.075,210,72.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,"27,0512","1,38585","11,1997","9,27977","21,1995","3,53239",0,0,"38,9089","5,67986","8,23979","6,55984"
5 minutes,Trial    14,Arena 5,In blank,B,spider on the walls sometimes,BS7,S7_01,0.0 %,+ 00:03:30.075,210,72.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,"18,2307","0,314764","19,3595","39,999",0,0,"59,5185","9,91736","16,3246","4,31989","42,9589","12,0797"
5 minutes,Trial    14,Arena 6,In cue,B,nc,BS9,S9_01,0.0 %,+ 00:03:30.075,210,4.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,"30,1218","0,187984","25,2794","135,117","160,396","26,7262",0,0,"10,9332","6,79983","68,1583","85,4379"
5 minutes,Trial    14,Arena 6,In blank,B,nc,BS9,S9_01,0.0 %,+ 00:03:30.075,210,4.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680001.MP4,2,"23,2268","0,201347","25,4394","91,2777",0,0,"117,197","19,5281","12,7603","6,07985","28,0793","82,5579"
5 minutes,Trial    15,Arena 1,In cue,A,nc,BL2,BL2_03,0.0 %,+ 00:05:10.072,310,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    15,Arena 1,In blank,A,nc,BL2,BL2_03,0.0 %,+ 00:05:10.072,310,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,"30,2318","0,100775","14,5596","285,433",0,0,"300,072",50,"6,89601","1,11997","194,635","104,237"
5 minutes,Trial    15,Arena 2,In cue,A,spider on the walls sometimes,BS4,S4_02,0.0 %,+ 00:05:10.072,310,51.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,"8,76286","4,76254","2,55994","0,39999","3,43991","0,57318",0,0,"76,701","1,75996","0,879978","0,319992"
5 minutes,Trial    15,Arena 2,In blank,A,spider on the walls sometimes,BS4,S4_02,0.0 %,+ 00:05:10.072,310,51.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,"14,0426","2,74277","5,43986","0,39999",0,0,"6,39984","1,06638","57,4819","2,39994","3,27992","0,159996"
5 minutes,Trial    15,Arena 3,In cue,A,spider on the walls sometimes,BM1,M1_02,0.0 %,+ 00:05:10.072,310,23.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,"12,8832","0,607711","13,1997","7,9998","21,9995","3,66569",0,0,"25,8459","0,239994","20,2395","0,719982"
5 minutes,Trial    15,Arena 3,In blank,A,spider on the walls sometimes,BM1,M1_02,0.0 %,+ 00:05:10.072,310,23.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,"31,0952","0,153941","19,9995","185,115",0,0,"207,275","34,5375","9,08724","1,27997","142,716","61,3585"
5 minutes,Trial    15,Arena 4,In cue,A,nc,BS9,S9_02,0.0 %,+ 00:05:10.072,310,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,"0,206494","0,322655","0,639984",0,"0,719982","0,119968",0,0,"9,50618",0,"0,559986","0,079998"
5 minutes,Trial    15,Arena 4,In blank,A,nc,BS9,S9_02,0.0 %,+ 00:05:10.072,310,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,"47,4422","0,158483","9,03977","290,313",0,0,"299,353","49,88","6,26901","1,83995","177,836","119,677"
5 minutes,Trial    15,Arena 5,In cue,A,nc,BS6,S6_03,0.0 %,+ 00:05:10.072,310,4.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,"18,2752","0,0941657","18,6395","177,996","199,115","33,1778",0,0,"8,01608","0,479988","111,597","84,6379"
5 minutes,Trial    15,Arena 5,In blank,A,nc,BS6,S6_03,0.0 %,+ 00:05:10.072,310,4.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,"28,2246","0,372956","5,51986","70,4782",0,0,"76,0781","12,6766","5,16917","1,43996","4,47989","70,0782"
5 minutes,Trial    15,Arena 6,In cue,A,spider on the walls sometimes,BS8,S8_02,0.0 %,+ 00:05:10.072,310,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,"0,134742","1,68432","0,159996",0,"0,159996","0,0266596",0,0,"7,79221",0,"0,159996",0
5 minutes,Trial    15,Arena 6,In blank,A,spider on the walls sometimes,BS8,S8_02,0.0 %,+ 00:05:10.072,310,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700002.MP4,2,"23,6056","0,0789188","72,3982","227,354",0,0,"299,913","49,9733","9,90896","0,559986","276,393","22,7994"
5 minutes,Trial    16,Arena 1,In cue,B,nc,BQ3,BQ3_02,0.0 %,+ 00:05:10.072,310,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    16,Arena 1,In blank,B,nc,BQ3,BQ3_02,0.0 %,+ 00:05:10.072,310,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    16,Arena 2,In cue,B,spider not detected sometimes,BS7,S7_02,0.0 %,+ 00:05:10.072,310,14.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,"19,128","0,243985","14,1596","65,3584","80,878","13,4764",0,0,"9,83436","0,559986","40,879","38,319"
5 minutes,Trial    16,Arena 2,In blank,B,spider not detected sometimes,BS7,S7_02,0.0 %,+ 00:05:10.072,310,14.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,"6,84771","0,0492795","8,71978","132,957",0,0,"143,756","23,9536","7,43998",0,"99,6775","42,0789"
5 minutes,Trial    16,Arena 3,In cue,B,spider not detected sometimes,BM2,BM2_02,0.0 %,+ 00:05:10.072,310,6.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,"3,56659","0,50663","3,9199","3,03992","7,03982","1,17302",0,0,"21,0865","0,559986","6,15985","0,319992"
5 minutes,Trial    16,Arena 3,In blank,B,spider not detected sometimes,BM2,BM2_02,0.0 %,+ 00:05:10.072,310,6.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,"18,7873","0,0667178","35,9191","246,874",0,0,"284,153","47,3474","8,68573","0,639984","214,475","67,6783"
5 minutes,Trial    16,Arena 4,In cue,B,spider not detected sometimes,BS11,BS11_02,0.0 %,+ 00:05:10.072,310,52.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,"20,1486","0,215453","16,0796","78,878","95,7576","15,9557",0,0,"12,6192","4,47989","69,2783","21,1995"
5 minutes,Trial    16,Arena 4,In blank,B,spider not detected sometimes,BS11,BS11_02,0.0 %,+ 00:05:10.072,310,52.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,"30,0892","0,471925","19,5195","45,4389",0,0,"65,5184","10,9171","15,7654","2,63993","44,3189","17,9995"
5 minutes,Trial    16,Arena 5,In cue,B,spider not detected sometimes,BQ1,Q1_02,0.0 %,+ 00:05:10.072,310,84.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,"2,52943","1,17106","2,47994","0,159996","2,95993","0,493202",0,0,"51,6071","0,79998","1,59996","0,239994"
5 minutes,Trial    16,Arena 5,In blank,B,spider not detected sometimes,BQ1,Q1_02,0.0 %,+ 00:05:10.072,310,84.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,"7,45319","0,532384","10,2397","3,9999",0,0,"14,5596","2,42602","28,0821","1,35997","10,3997","2,47994"
5 minutes,Trial    16,Arena 6,In cue,B,spider not detected sometimes,BS3,S3_02,0.0 %,+ 00:05:10.072,310,99.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,"32,0501","23,5669","1,83995",0,"1,99995","0,333244",0,0,"90,1666","1,67996","0,079998","0,079998"
5 minutes,Trial    16,Arena 6,In blank,B,spider not detected sometimes,BS3,S3_02,0.0 %,+ 00:05:10.072,310,99.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\7-9;168RDPHH\S1680002.MP4,2,"0,0960172","0,0857318","1,43996","1,03997",0,0,"3,8399","0,639829","8,32291",0,"1,83995","0,639984"
5 minutes,Trial    17,Arena 1,In cue,A,spider not available,BQ1,Q1_03,0.0 %,+ 00:05:15.032,315,99.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,"8,67155","27,0993","0,559986",0,"0,559986","0,0933085",0,0,"73,2816","0,39999","0,159996",0
5 minutes,Trial    17,Arena 1,In blank,A,spider not available,BQ1,Q1_03,0.0 %,+ 00:05:15.032,315,99.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,-,-,-,-,0,0,"0,079998","0,0133298",-,-,-,-
5 minutes,Trial    17,Arena 2,In cue,A,nc,BS8,S8_03,0.0 %,+ 00:05:15.032,315,87.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,"0,626435","7,83063","0,319992",0,"0,719982","0,119968",0,0,100,"0,319992",0,0
5 minutes,Trial    17,Arena 2,In blank,A,nc,BS8,S8_03,0.0 %,+ 00:05:15.032,315,87.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,-,-,-,-,0,0,"0,319992","0,0533191",-,-,-,-
5 minutes,Trial    17,Arena 3,In cue,A,nc,BL2,BL2_05,0.0 %,+ 00:05:15.032,315,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    17,Arena 3,In blank,A,nc,BL2,BL2_05,0.0 %,+ 00:05:15.032,315,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,"35,8723","0,120218","12,6397","287,193",0,0,"300,072",50,"8,3768","0,319992","258,234","41,359"
5 minutes,Trial    17,Arena 4,In cue,A,spider sometimes badly detected,BQ3,BQ3_04,0.0 %,+ 00:05:15.032,315,10.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\7-9;170RDPHH\S1700003.MP4,2,"12,5596","0,085605","36,1591","117,997","159,356","26,5529",0,0,"11,6591","1,91995","150,956","1,59996"
